249.6425 227.6274 
249.6728 227.5971 
249.6664 227.5843 
249.687 227.6354 
249.6984 227.6221 
249.6898 227.6644 
249.7052 227.6076 
249.6489 227.5388 
249.6729 227.5564 
249.6543 227.6342 
249.72 227.7135 
249.7117 227.6784 
249.6824 227.6585 
249.678 227.6058 
249.6859 227.5948 
249.6941 227.613 
249.6944 227.6649 
249.7381 227.6585 
249.7168 227.6913 
249.6617 227.616 
249.6618 227.5423 
249.6873 227.5939 
249.7048 227.7312 
249.67 227.7134 
249.7054 227.5661 
249.6854 227.5913 
249.6786 227.6353 
249.7026 227.6515 
249.686 227.6024 
249.676 227.61 
249.6914 227.7045 
249.6841 227.7164 
249.6958 227.5725 
249.6983 227.5598 
249.7025 227.6776 
249.7021 227.7009 
249.6831 227.6242 
249.7171 227.5554 
249.6895 227.6317 
249.6924 227.7307 
249.6722 227.663 
249.7018 227.5618 
249.714 227.5885 
249.6783 227.7202 
249.714 227.6881 
249.6922 227.563 
249.7116 227.5312 
249.6991 227.6474 
249.6963 227.7159 
249.6856 227.6554 
249.669 227.535 
249.6756 227.5673 
249.6818 227.6697 
249.6923 227.6962 
249.7069 227.6028 
249.6619 227.5597 
249.6738 227.6215 
249.6647 227.6466 
249.6887 227.6214 
249.7036 227.6132 
249.7027 227.6455 
249.687 227.6689 
249.6815 227.621 
249.7025 227.5742 
249.6655 227.6129 
249.692 227.6494 
249.6856 227.7119 
249.6807 227.6247 
249.6867 227.5795 
249.6736 227.5978 
249.6825 227.6771 
249.6957 227.6571 
249.6793 227.621 
249.6629 227.6192 
249.6721 227.6212 
249.6938 227.648 
249.6805 227.6326 
249.6616 227.6072 
249.6835 227.6343 
249.6905 227.6551 
249.6845 227.6427 
249.6702 227.6121 
249.6802 227.6322 
249.6953 227.6595 
249.6945 227.6845 
249.6689 227.6352 
249.6732 227.6026 
249.6853 227.6252 
249.6863 227.6617 
249.6779 227.6783 
249.6691 227.6354 
249.6924 227.6343 
249.6655 227.6541 
249.6459 227.6515 
249.6779 227.6376 
249.6634 227.6606 
249.6817 227.6648 
249.6903 227.6367 
249.6639 227.6204 
249.6756 227.6362 
249.6681 227.6659 
249.6667 227.6612 
249.6726 227.6347 
249.677 227.6462 
249.6667 227.6477 
249.6573 227.645 
249.6653 227.6787 
249.6793 227.6689 
249.65 227.6219 
249.6427 227.6232 
249.6616 227.6028 
249.6758 227.6462 
249.6529 227.6637 
249.671 227.6455 
249.6797 227.6459 
249.6376 227.6132 
249.6683 227.6126 
249.6598 227.6583 
249.6564 227.6458 
249.6606 227.637 
249.6765 227.6507 
249.6721 227.6141 
249.6679 227.6287 
249.6726 227.6289 
249.6134 227.6335 
249.6471 227.6639 
249.6746 227.6277 
249.6416 227.6104 
249.6707 227.6047 
249.6461 227.6354 
249.6434 227.6241 
249.6661 227.6588 
249.6512 227.6192 
249.6602 227.6163 
249.6476 227.6076 
249.666 227.6093 
249.6067 227.6611 
249.6505 227.6328 
249.6722 227.6277 
249.6505 227.612 
249.6469 227.6055 
249.6581 227.6394 
249.6532 227.6245 
249.6443 227.6246 
249.6356 227.6054 
249.6468 227.6012 
249.6434 227.6307 
249.6557 227.606 
249.6479 227.6405 
249.6253 227.6249 
249.6481 227.6133 
249.6398 227.6062 
249.6404 227.6169 
249.6435 227.6385 
249.642 227.6464 
249.6465 227.6128 
249.6238 227.6127 
249.6426 227.6156 
249.6518 227.6323 
249.6411 227.6185 
249.6595 227.636 
249.6319 227.6394 
249.627 227.62 
249.6484 227.6107 
249.646 227.6254 
249.6307 227.6281 
249.6454 227.6522 
249.6417 227.6325 
249.6238 227.6115 
249.6454 227.6318 
249.6573 227.6344 
249.6412 227.6389 
249.6191 227.6735 
249.611 227.6367 
249.6066 227.6289 
249.6529 227.6312 
249.631 227.6317 
249.6561 227.6707 
249.6191 227.635 
249.6582 227.6149 
249.6559 227.6221 
249.6359 227.626 
249.6383 227.6566 
249.6332 227.6213 
249.6299 227.6263 
249.6459 227.6474 
249.6202 227.634 
249.6403 227.5953 
249.6273 227.6326 
249.6322 227.6645 
249.627 227.6444 
249.6319 227.6184 
249.6343 227.6063 
249.6292 227.6454 
249.6263 227.6231 
249.605 227.6228 
249.8264 227.8232 
250.5655 228.3583 
250.724 228.489 
250.9576 228.6275 
251.2055 228.9303 
251.2724 229.3944 
251.1937 230.4807 
251.1713 232.1123 
251.2639 234.3289 
251.5363 237.0579 
252.2575 240.7406 
253.4078 245.0048 
254.6631 249.5482 
256.0889 254.669 
257.8474 259.8494 
260.0035 265.1247 
262.1774 270.3249 
264.6855 274.904 
267.5981 279.1431 
270.6453 283.3526 
273.9706 287.0689 
277.3733 290.4541 
280.5509 293.8346 
283.803 296.981 
287.1892 299.898 
291.1021 301.9169 
295.489 303.5421 
299.7021 305.2276 
304.6363 307.3009 
310.353 309.2244 
316.3351 311.2234 
323.3769 313.2001 
331.447 314.8224 
339.7551 316.2917 
348.0151 317.7217 
356.723 318.5215 
365.5402 318.9704 
373.6967 319.4772 
381.0141 319.8867 
387.611 319.8538 
393.1632 319.8229 
398.6032 319.348 
404.1264 318.1252 
409.5516 316.2908 
415.2373 314.1483 
420.9989 311.4189 
426.9802 307.9995 
432.8268 303.8694 
437.86 299.7554 
442.5299 295.2693 
446.7538 290.2688 
450.4279 284.7167 
453.1055 278.7659 
454.7681 272.5617 
455.7172 265.8249 
455.6405 258.6125 
454.3791 251.7777 
451.9733 245.6291 
448.233 239.7825 
443.9173 234.5083 
439.1604 229.3526 
434.0458 224.5012 
428.3867 220.0462 
422.0917 215.7244 
415.0713 211.5964 
407.6581 207.7444 
399.5493 203.9028 
390.6755 200.4692 
381.2682 197.2783 
369.6991 194.1035 
359.1259 191.7797 
352.539 190.0849 
NaN NaN 
326.1215 187.1369 
318.2459 186.4249 
304.8902 185.927 
296.4816 185.2395 
286.7991 185.0641 
277.3839 185.257 
266.1101 186.1806 
257.4416 187.2375 
244.6494 189.7031 
234.8822 191.8317 
223.9746 194.358 
211.335 197.5152 
201.4352 200.0707 
189.4487 203.7859 
179.8844 207.3694 
167.472 212.0963 
159.7097 216.619 
149.0843 222.3455 
140.4584 227.9791 
132.5057 234.0475 
125.9028 240.1626 
121.2308 245.83 
118.8789 250.639 
118.9596 254.1853 
121.0676 256.5841 
125.3126 257.9355 
131.7191 258.4139 
139.6116 257.8594 
150.0657 256.325 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
449.4068 248.8997 
461.0844 251.2034 
467.4021 254.67 
469.6288 259.7529 
469.2244 266.6399 
467.3381 276.2447 
464.378 285.5049 
461.3323 294.1758 
457.9898 306.8043 
454.381 316.0284 
449.6802 323.3538 
